Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Ben Bernanke,BenBernanke,2009-06-26 00:00:00+00:00,51205137,male,United States of America,1953-12-13 00:00:00+00:00,66.0,,Republican,Bernanke
Ben Cardin,SenatorCardin,2010-01-27 00:00:00+00:00,109071031,male,United States of America,1943-10-05 00:00:00+00:00,77.0,senatorcardin,Democratic,Cardin
Ben Carson,SecretaryCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Other,Carson
Ben Carson,RealBenCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Other,Carson
Ben Carson,SecretaryCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Democratic,Carson
Ben Carson,RealBenCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Democratic,Carson
Ben Carson,SecretaryCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Republican,Carson
Ben Carson,RealBenCarson,2013-02-01 00:00:00+00:00,1180379185,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Republican,Carson
Ben Carson,SecretaryCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Other,Carson
Ben Carson,RealBenCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Other,Carson
Ben Carson,SecretaryCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Democratic,Carson
Ben Carson,RealBenCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Democratic,Carson
Ben Carson,SecretaryCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Republican,Carson
Ben Carson,RealBenCarson,2017-02-01 00:00:00+00:00,828613457020870657,male,United States of America,1951-09-18 00:00:00+00:00,69.0,realbencarson,Republican,Carson
Ben Cline,Cline4Virginia,2009-05-15 00:00:00+00:00,40264497,male,United States of America,1972-02-29 00:00:00+00:00,48.0,,Republican,Cline
Ben McAdams,RepBenMcAdams,2010-09-28 00:00:00+00:00,196362083,male,United States of America,1974-12-05 00:00:00+00:00,45.0,repbenmcadams,Democratic,McAdams
Ben McAdams,RepBenMcAdams,2010-09-28 00:00:00+00:00,196362083,male,United States of America,1974-12-05 00:00:00+00:00,45.0,repbenmcadams,Other,McAdams
Ben McAdams,RepBenMcAdams,,,male,United States of America,1974-12-05 00:00:00+00:00,45.0,repbenmcadams,Democratic,McAdams
Ben McAdams,RepBenMcAdams,,,male,United States of America,1974-12-05 00:00:00+00:00,45.0,repbenmcadams,Other,McAdams
Ben R. Luján,repbenraylujan,2009-01-22 00:00:00+00:00,19318314,male,United States of America,1972-06-07 00:00:00+00:00,48.0,repbenraylujan,Democratic,Luján
Ben Sasse,SenSasse,2015-01-05 00:00:00+00:00,2962923040,male,United States of America,1972-02-22 00:00:00+00:00,48.0,senatorsasse,Republican,Sasse
Bennie Thompson,BennieGThompson,2009-10-14 00:00:00+00:00,82453460,male,United States of America,1948-01-28 00:00:00+00:00,72.0,benniegthompson,Democratic,Thompson
Bernard C. Young,mayorbcyoung,,,male,United States of America,1954-06-26 00:00:00+00:00,66.0,mayorbcyoung,Democratic,Young
Bernie Hunhoff,berniehunhoff,2011-01-09 00:00:00+00:00,236273572,male,United States of America,1951-09-05 00:00:00+00:00,69.0,,Democratic,Hunhoff
Bernie Sanders,BernieSanders,2010-11-17 00:00:00+00:00,216776631,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Other,Sanders
Bernie Sanders,BernieSanders,2010-11-17 00:00:00+00:00,216776631,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Other,Sanders
Bernie Sanders,BernieSanders,2010-11-17 00:00:00+00:00,216776631,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Democratic,Sanders
Bernie Sanders,BernieSanders,2009-04-07 00:00:00+00:00,29442313,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Other,Sanders
Bernie Sanders,BernieSanders,2009-04-07 00:00:00+00:00,29442313,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Other,Sanders
Bernie Sanders,BernieSanders,2009-04-07 00:00:00+00:00,29442313,male,United States of America,1941-09-08 00:00:00+00:00,79.0,berniesanders,Democratic,Sanders
Beth Van Duyne,Bethvanduyne,2012-02-11 00:00:00+00:00,489856457,female,United States of America,1975-01-01 00:00:00+00:00,45.0,bethvanduynetx,Republican,Duyne
Beto O'Rourke,RepBetoORourke,2011-07-26 00:00:00+00:00,342863309,male,United States of America,1972-09-26 00:00:00+00:00,48.0,betoorourke,Democratic,O'Rourke
Beto O'Rourke,BetoORourke,2011-07-26 00:00:00+00:00,342863309,male,United States of America,1972-09-26 00:00:00+00:00,48.0,betoorourke,Democratic,O'Rourke
Beto O'Rourke,RepBetoORourke,2013-01-30 00:00:00+00:00,1134292500,male,United States of America,1972-09-26 00:00:00+00:00,48.0,betoorourke,Democratic,O'Rourke
Beto O'Rourke,BetoORourke,2013-01-30 00:00:00+00:00,1134292500,male,United States of America,1972-09-26 00:00:00+00:00,48.0,betoorourke,Democratic,O'Rourke
Betsy DeVos,BetsyDeVos,2012-06-04 00:00:00+00:00,599530439,female,United States of America,1958-01-08 00:00:00+00:00,62.0,,Republican,DeVos
Betsy DeVos,BetsyDeVos,2012-06-04 00:00:00+00:00,599530439,female,United States of America,1958-01-08 00:00:00+00:00,62.0,,Other,DeVos
Betty McCollum,BettyMcCollum04,2012-03-06 00:00:00+00:00,516880804,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Democratic,McCollum
Betty McCollum,BettyMcCollum04,2012-03-06 00:00:00+00:00,516880804,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Other,McCollum
Betty McCollum,VoteBetty,2012-03-06 00:00:00+00:00,516880804,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Democratic,McCollum
Betty McCollum,VoteBetty,2012-03-06 00:00:00+00:00,516880804,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Other,McCollum
Betty McCollum,BettyMcCollum04,2010-07-08 00:00:00+00:00,164414525,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Democratic,McCollum
Betty McCollum,BettyMcCollum04,2010-07-08 00:00:00+00:00,164414525,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Other,McCollum
Betty McCollum,VoteBetty,2010-07-08 00:00:00+00:00,164414525,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Democratic,McCollum
Betty McCollum,VoteBetty,2010-07-08 00:00:00+00:00,164414525,female,United States of America,1954-07-12 00:00:00+00:00,66.0,repbettymccollum,Other,McCollum
Betty T. Yee,BettyYeeforCA,2011-11-20 00:00:00+00:00,417582683,female,United States of America,1957-10-19 00:00:00+00:00,63.0,bettyyeeforca,Democratic,Yee
Bibiana Boerio,Boerio4Congress,2018-04-01 00:00:00+00:00,980249711755104256,female,United States of America,1954-03-17 00:00:00+00:00,66.0,,Democratic,Boerio
Bill Cassidy,BillCassidy,2014-05-06 00:00:00+00:00,2479160868,male,United States of America,1957-09-28 00:00:00+00:00,63.0,,Republican,Cassidy
Bill Cassidy,SenatorCassidy,2014-05-06 00:00:00+00:00,2479160868,male,United States of America,1957-09-28 00:00:00+00:00,63.0,,Republican,Cassidy
Bill Cassidy,BillCassidy,2009-07-10 00:00:00+00:00,55677432,male,United States of America,1957-09-28 00:00:00+00:00,63.0,,Republican,Cassidy
Bill Cassidy,SenatorCassidy,2009-07-10 00:00:00+00:00,55677432,male,United States of America,1957-09-28 00:00:00+00:00,63.0,,Republican,Cassidy
Bill Clinton,BillClinton,2013-04-05 00:00:00+00:00,1330457336,male,United States of America,1946-08-19 00:00:00+00:00,74.0,wjclibrary42,Democratic,Clinton
Bill Flores,RepBillFlores,2011-01-12 00:00:00+00:00,237312687,male,United States of America,1954-02-25 00:00:00+00:00,66.0,repbillflores,Republican,Flores
Bill Foster,RepBillFoster,2013-01-11 00:00:00+00:00,1080509366,male,United States of America,1955-10-07 00:00:00+00:00,65.0,,Democratic,Foster
Bill Frist,bfrist,,,male,United States of America,1952-02-22 00:00:00+00:00,68.0,,Republican,Frist
Bill Galvano,billgalvano,2009-06-03 00:00:00+00:00,44457848,male,United States of America,1966-04-16 00:00:00+00:00,54.0,,Republican,Galvano
Bill Haslam,billhaslam,2009-03-23 00:00:00+00:00,26103389,male,United States of America,1958-08-23 00:00:00+00:00,62.0,,Republican,Haslam
Bill Huizenga,RepHuizenga,2011-01-04 00:00:00+00:00,233949261,male,United States of America,1969-01-31 00:00:00+00:00,51.0,rephuizenga,Republican,Huizenga
Bill Johnson,RepBillJohnson,2010-11-03 00:00:00+00:00,211530910,male,United States of America,1954-11-10 00:00:00+00:00,66.0,repbilljohnson,Republican,Johnson
Bill Keating,USRepKeating,2011-01-01 00:00:00+00:00,232992031,male,United States of America,1952-09-06 00:00:00+00:00,68.0,,Democratic,Keating
Bill Lee,GovBillLee,2019-01-14 00:00:00+00:00,1084924525232513025,male,United States of America,1959-10-09 00:00:00+00:00,61.0,govbilllee,Republican,Lee
Bill Lee,BillLeeTN,2019-01-14 00:00:00+00:00,1084924525232513025,male,United States of America,1959-10-09 00:00:00+00:00,61.0,govbilllee,Republican,Lee
Bill Lee,GovBillLee,2017-01-22 00:00:00+00:00,823248562851037185,male,United States of America,1959-10-09 00:00:00+00:00,61.0,govbilllee,Republican,Lee
Bill Lee,BillLeeTN,2017-01-22 00:00:00+00:00,823248562851037185,male,United States of America,1959-10-09 00:00:00+00:00,61.0,govbilllee,Republican,Lee
Bill Nelson,senbillnelson,2009-02-11 00:00:00+00:00,20597460,male,United States of America,1942-01-01 00:00:00+00:00,78.0,,Democratic,Nelson
Bill Nelson,senbillnelson,2009-02-11 00:00:00+00:00,20597460,male,United States of America,1942-09-29 00:00:00+00:00,78.0,,Democratic,Nelson
Bill Pascrell,BillPascrell,2012-03-05 00:00:00+00:00,515736574,male,United States of America,1937-01-25 00:00:00+00:00,83.0,,Democratic,Pascrell
Bill Pascrell,PascrellforNJ,2012-03-05 00:00:00+00:00,515736574,male,United States of America,1937-01-25 00:00:00+00:00,83.0,,Democratic,Pascrell
Bill Pascrell,BillPascrell,2009-09-15 00:00:00+00:00,74508260,male,United States of America,1937-01-25 00:00:00+00:00,83.0,,Democratic,Pascrell
Bill Pascrell,PascrellforNJ,2009-09-15 00:00:00+00:00,74508260,male,United States of America,1937-01-25 00:00:00+00:00,83.0,,Democratic,Pascrell
Bill Posey,CongBillPosey,2009-03-18 00:00:00+00:00,25086658,male,United States of America,1947-12-18 00:00:00+00:00,72.0,,Republican,Posey
Bill Richardson,GovRichardson,2009-04-15 00:00:00+00:00,31428685,male,United States of America,1947-11-15 00:00:00+00:00,73.0,,Democratic,Richardson
Bill Shuster,RepBillShuster,,t2085759322,male,United States of America,1961-01-10 00:00:00+00:00,59.0,,Republican,Shuster
Bill Stanley,billstanley,2009-05-08 00:00:00+00:00,38628901,male,United States of America,1967-07-21 00:00:00+00:00,53.0,,Republican,Stanley
Bill Walker,akgovbillwalker,,,male,United States of America,1951-04-16 00:00:00+00:00,69.0,,Other,Walker
Bill Weld,GovBillWeld,2016-05-23 00:00:00+00:00,734783792502575105,male,United States of America,1945-07-31 00:00:00+00:00,75.0,govbillweld,Republican,Weld
Bill Weld,GovBillWeld,2016-05-23 00:00:00+00:00,734783792502575105,male,United States of America,1945-07-31 00:00:00+00:00,75.0,govbillweld,Other,Weld
Bill White,BillWhiteForTX,2013-10-29 00:00:00+00:00,2162342814,male,United States of America,1954-06-16 00:00:00+00:00,66.0,,Democratic,White
Bill de Blasio,BilldeBlasio,2012-01-27 00:00:00+00:00,476193064,male,United States of America,1961-05-08 00:00:00+00:00,59.0,,Democratic,Blasio
Billy Long,USRepLong,2013-05-20 00:00:00+00:00,1444015610,male,United States of America,1955-08-11 00:00:00+00:00,65.0,,Republican,Long
Blaine Luetkemeyer,RepBlaine,2013-09-09 00:00:00+00:00,1849261916,male,United States of America,1952-05-07 00:00:00+00:00,68.0,,Republican,Luetkemeyer
Blake Farenthold,farenthold,2008-12-05 00:00:00+00:00,17896154,male,United States of America,1961-12-12 00:00:00+00:00,58.0,farenthold,Republican,Farenthold
Bob Barr,bobbarr,,,male,United States of America,1948-11-05 00:00:00+00:00,72.0,,Other,Barr
Bob Barr,bobbarr,,,male,United States of America,1948-11-05 00:00:00+00:00,72.0,,Republican,Barr
Bob Brady,RepBrady,,,male,United States of America,1945-04-07 00:00:00+00:00,75.0,repbrady,Democratic,Brady
Bob Casey Jr.,SenBobCasey,2009-12-02 00:00:00+00:00,94154021,male,United States of America,1960-04-13 00:00:00+00:00,60.0,senbobcasey,Democratic,Jr.
Bob Casey Jr.,bob_casey,2009-12-02 00:00:00+00:00,94154021,male,United States of America,1960-04-13 00:00:00+00:00,60.0,senbobcasey,Democratic,Jr.
Bob Casey Jr.,SenBobCasey,2010-07-27 00:00:00+00:00,171598736,male,United States of America,1960-04-13 00:00:00+00:00,60.0,senbobcasey,Democratic,Jr.
Bob Casey Jr.,bob_casey,2010-07-27 00:00:00+00:00,171598736,male,United States of America,1960-04-13 00:00:00+00:00,60.0,senbobcasey,Democratic,Jr.
Bob Cashell,MayorCashell,2009-11-12 00:00:00+00:00,89582786,male,United States of America,1938-04-22 00:00:00+00:00,82.0,,Republican,Cashell
Bob Cashell,MayorCashell,2009-11-12 00:00:00+00:00,89582786,male,United States of America,1938-04-22 00:00:00+00:00,82.0,,Democratic,Cashell
Bob Corker,senbobcorker,2009-09-10 00:00:00+00:00,73303753,male,United States of America,1952-08-24 00:00:00+00:00,68.0,senbobcorker,Republican,Corker
Bob Cortes,CortesBob,2012-06-19 00:00:00+00:00,612777130,male,United States of America,1963-09-18 00:00:00+00:00,57.0,,Republican,Cortes
Bob Dold,RepDold,2011-01-31 00:00:00+00:00,245408102,male,United States of America,1969-06-23 00:00:00+00:00,51.0,,Republican,Dold
Bob Dole,SenatorDole,2015-06-23 00:00:00+00:00,3342812001,male,United States of America,1923-07-22 00:00:00+00:00,97.0,,Republican,Dole
Bob Ehrlich,gov_ehrlich,2014-01-14 00:00:00+00:00,2291465684,male,United States of America,1957-11-25 00:00:00+00:00,62.0,,Republican,Ehrlich
Bob Gibbs,RepBobGibbs,2011-01-06 00:00:00+00:00,234822928,male,United States of America,1954-06-14 00:00:00+00:00,66.0,repbobgibbs,Republican,Gibbs
Bob Goodlatte,RepGoodlatte,2009-05-05 00:00:00+00:00,37920978,male,United States of America,1952-09-22 00:00:00+00:00,68.0,bobgoodlatte,Republican,Goodlatte
Bob Hall,senbobhall,2014-12-16 00:00:00+00:00,2932615572,male,United States of America,1942-03-05 00:00:00+00:00,78.0,,Republican,Hall
Bob Hasegawa,bhasegawa,2009-04-30 00:00:00+00:00,36793789,male,United States of America,1952-09-22 00:00:00+00:00,68.0,,Other,Hasegawa
Bob Hugin,BobHugin,2018-01-04 00:00:00+00:00,949089035556982786,male,United States of America,1954-07-23 00:00:00+00:00,66.0,,Republican,Hugin
Bob Latta,BobLatta,2008-07-11 00:00:00+00:00,15394954,male,United States of America,1956-04-18 00:00:00+00:00,64.0,boblatta,Republican,Latta
Bob McDonnell,BobMcDonnell,,,male,United States of America,1954-06-15 00:00:00+00:00,66.0,,Republican,McDonnell
Bobbie Richardson,ncreprichardson,,t2070885673,female,United States of America,1949-12-25 00:00:00+00:00,70.0,,Democratic,Richardson
Bobby Jindal,bobbyjindal,2008-10-30 00:00:00+00:00,17078632,male,United States of America,1971-06-10 00:00:00+00:00,49.0,bobbyjindal,Republican,Jindal
Bobby Rush,RepBobbyRush,2011-05-25 00:00:00+00:00,305216911,male,United States of America,1946-11-23 00:00:00+00:00,73.0,,Democratic,Rush
Bobby Scott,BobbyScott,2010-07-01 00:00:00+00:00,161791703,male,United States of America,1947-04-30 00:00:00+00:00,73.0,repbobbyscott,Democratic,Scott
Bonnie Watson Coleman,RepBonniekelvin,,,female,United States of America,1945-02-06 00:00:00+00:00,75.0,repbonnie,Democratic,Coleman
Boris Johnson,BorisJohnson,2015-04-01 00:00:00+00:00,3131144855,male,United States of America,1964-06-19 00:00:00+00:00,56.0,borisjohnsonuk,Other,Johnson
Boyd K. Rutherford,boydkrutherford,,,male,United States of America,1957-04-01 00:00:00+00:00,63.0,boydkrutherford,Republican,Rutherford
Brad Ashford,RepBradAshford,2015-01-06 00:00:00+00:00,2964351843,male,United States of America,1949-11-10 00:00:00+00:00,71.0,,Democratic,Ashford
Brad Ashford,RepBradAshford,2015-01-06 00:00:00+00:00,2964351843,male,United States of America,1949-11-10 00:00:00+00:00,71.0,,Republican,Ashford
Brad Halbrook,bradhalbrook,2012-11-04 00:00:00+00:00,925314427,male,United States of America,,,,Republican,Halbrook
Brad Little,LtGovBradLittle,,,male,United States of America,1954-02-15 00:00:00+00:00,66.0,governorbradlittle,Republican,Little
Brad Schneider,repschneider,2013-01-08 00:00:00+00:00,1071840474,male,United States of America,1961-08-20 00:00:00+00:00,59.0,repschneider,Democratic,Schneider
Brad Sherman,BradSherman,2009-04-10 00:00:00+00:00,30216513,male,United States of America,1954-10-24 00:00:00+00:00,66.0,,Democratic,Sherman
Brad Wenstrup,RepBradWenstrup,2012-03-08 00:00:00+00:00,518644221,male,United States of America,1958-06-17 00:00:00+00:00,62.0,repbradwenstrup,Republican,Wenstrup
Bradford Hill,repbradhill,,,male,United States of America,1967-01-22 00:00:00+00:00,53.0,,Republican,Hill
Bradley Byrne,RepByrne,2013-12-19 00:00:00+00:00,2253968388,male,United States of America,1955-02-16 00:00:00+00:00,65.0,repbyrne,Democratic,Byrne
Bradley Byrne,RepByrne,2013-12-19 00:00:00+00:00,2253968388,male,United States of America,1955-02-16 00:00:00+00:00,65.0,repbyrne,Republican,Byrne
"Bradley Jones, Jr.",RepBradJones,,,male,United States of America,1965-01-09 00:00:00+00:00,55.0,,Republican,Jr.
Brandon Dillon,BrandonDillon75,2010-03-05 00:00:00+00:00,120184055,male,United States of America,1972-04-27 00:00:00+00:00,48.0,,Democratic,Dillon
Brandon Presley,BrandonPresley,2010-08-08 00:00:00+00:00,175953481,male,United States of America,1977-07-21 00:00:00+00:00,43.0,,Democratic,Presley
Brandon Smith,Smithkysenate,,,male,United States of America,1967-06-14 00:00:00+00:00,53.0,,Republican,Smith
Brenda Jones,iam_brendajones,,,female,United States of America,1959-10-24 00:00:00+00:00,61.0,iam_brendajones,Democratic,Jones
Brenda Jones,VoteBrendaJones,,,female,United States of America,1959-10-24 00:00:00+00:00,61.0,iam_brendajones,Democratic,Jones
Brenda Jones,iam_brendajones,,,female,United States of America,1959-10-24 00:00:00+00:00,61.0,iam_brendajones,Democratic,Jones
Brenda Jones,VoteBrendaJones,,,female,United States of America,1959-10-24 00:00:00+00:00,61.0,iam_brendajones,Democratic,Jones
Brenda Lawrence,RepLawrence,2014-11-05 00:00:00+00:00,2863006655,female,United States of America,1954-10-18 00:00:00+00:00,66.0,repbrendalawrence,Democratic,Lawrence
Brenda Pogge,BrendaPogge,2013-07-10 00:00:00+00:00,1583380656,female,United States of America,1957-03-18 00:00:00+00:00,63.0,,Republican,Pogge
Brendan F. Boyle,RepBrendanBoyle,2010-12-27 00:00:00+00:00,231108733,male,United States of America,1977-02-06 00:00:00+00:00,43.0,,Democratic,Boyle
